"Tempelanlage - Neidenbach",50.107349,6.563914,5713,true,"Tempelanlage - Neidenbach -point imported from roscheiderhof.de"
"Tempelbezirk des Lenus Mars - Trier-West",49.749973,6.613711,5714,true,"Tempelbezirk des Lenus Mars - Trier-West -point imported from roscheiderhof.de"
"Tempelbezirk - Heckenmünster",49.89975,6.787938,5715,true,"Tempelbezirk - Heckenmünster -point imported from roscheiderhof.de"
"Tempelbezirk - Hinzerath",49.855228,7.165844,5716,true,"Tempelbezirk - Hinzerath -point imported from roscheiderhof.de"
"Tempelheiligtum - Butzweiler",49.809135,6.606158,5717,true,"Tempelheiligtum - Butzweiler -point imported from roscheiderhof.de"
"Vermutete Tempelanlage - Aach",49.779331,6.582847,5719,true,"Vermutete Tempelanlage - Aach -point imported from roscheiderhof.de"
"Vermutete Tempelanlage - Meckel",49.888115,6.518048,5720,true,"Vermutete Tempelanlage - Meckel -point imported from roscheiderhof.de"
"Vermutete Tempelanlage - Röhl",49.948616,6.576705,5721,true,"Vermutete Tempelanlage - Röhl -point imported from roscheiderhof.de"
"Vermutete Tempelbauten - Oberkail",50.032089,6.695539,5722,true,"Vermutete Tempelbauten - Oberkail -point imported from roscheiderhof.de"
"Vermuteter Tempel - Bengel",50.040829,7.073928,5723,true,"Vermuteter Tempel - Bengel -point imported from roscheiderhof.de"
"Vermutetes römisches Heiligtum - Tempelhof",49.965935,6.390636,5724,true,"Vermutetes römisches Heiligtum - Tempelhof -point imported from roscheiderhof.de"
"Überreste eines Tempels - Grindelborn",50.141296,6.631656,5725,true,"Überreste eines Tempels - Grindelborn -point imported from roscheiderhof.de"
"Umgangstempel und Gräberbezirk - Newel",49.810493,6.60087,6087,true,"Umgangstempel und Gräberbezirk - Newel -point imported from roscheiderhof.de"
"Gallo-römischer Tempelbezirk Bierbach",49.297417,7.2925,6324,true,"Gallo-römischer Tempelbezirk Bierbach"
"Mogelijke tempel te Gulpen",50.809025,5.887792,6335,true,"Mogelijke tempel en brandgraven."
"Mogelijke tempel Tieflaarse straat",51.844646,5.284038,6336,true,"Mogelijke tempel- of villaterrein."
"Temple at Sanxay",46.496559,-0.024869,6364,true,"Temple at Sanxay"
"Tharros",39.873825,8.440263,7846,true,"Tharros"
"Baalbek Temple of Bacchus",34.006058,36.203983,7852,true,"Baalbek Temple of Bacchus, one of the best preserved Roman temples in the world."
"Pantheon",41.89856,12.47685,7853,true,"Pantheon Rome: Pantheon"
"Maison Carrée",43.838333,4.356111,7858,true,"Het Maison Carrée, één van de best bewaarde Romeinse tempels"
"Rotunda of Galerius",40.633278,22.952789,7868,true,"The cylindrical structure was built in 306 AD on the orders of the tetrarch Galerius"
"Sufetula Capitoline Temples",35.240704,9.119328,7869,true,"Sufetula Capitoline Temples"
"Temple of August at Pula",44.870277,13.841806,7872,true,"Temple of August at Pula"
"Garni Temple",40.112289,44.730015,7873,true,"Garni Temple, was most likely dedicated to the god Mihr - Mithreum"
"Dougga Capitol",36.422775,9.218208,7877,true,"Dougga Capitol, temple dedicated to Jupiter"
"Capitoline Temple at Timgad",35.483482,6.466237,7881,true,"Capitoline Temple at Timgad"
"Side Temple of Apollo",36.764122,31.38653,7887,true,"Side Temple of Apollo"
"Temple in Glanum",43.773125,4.832713,7903,true,"Temple in Glanum"
"Gabii, Temple of Juno",41.887016,12.71593,7912,true,"Temple of Juno, the most conspicuous ruin remaining at the site of Gabii"
"Templo di Minerva Medica",41.893845,12.511867,7929,true,"Templo di Minerva Medica"
"Tasciaca",47.324047,1.299076,8017,true,"Le fanum de Pouillé (et un bassin attenant), sanctuaire probablement dédié à une divinité de l'eau."
"Temple of Apollo Klarios, Sagalossos",37.675629,30.517557,8025,true,"Temple of Apollo Klarios, Sagalossos"
"Temple of Hadrian and Antoninus Pius, Sagalassos",37.673515,30.51898,8027,true,"Temple of Hadrian and Antoninus Pius, Sagalassos"
"Gallo-Romeins tempelcomplex Tongeren",50.783756,5.459994,8028,true,"Gallo-Romeins tempelcomplex Tongeren"
"Temple of Diana, Mont-Fat, Dinant",50.259926,4.915131,8042,true,"In een zaal in de Grotte de Mont-Fat was mogelijk een temple gewijd aan Diana."
"Tempel Intarabus te Foy",50.044575,5.749019,8058,false,"Tempel Intarabus te Foy"
"Tempel Mulheim",51.005058,5.713491,8068,true,"Tempel Mulheim"
"Fanum Hofstade-Steenberg",50.964062,4.024921,8121,true,"Fanum Hofstade-Steenberg,  23x15m."
"Fluminimaggiore - Tempio di Antas",39.394028,8.500288,8129,true,"Tempio di Antas"
"Merkurtempel Koblenzer Stadtwald",50.293213,7.570019,8140,true,"Merkurtempel Koblenz"
"Tempelbezirk Mars-Lenus",50.17915,7.286287,8141,true,"Tempelbezirk Mars/Lenus"
"Heiligtum - Tempel",50.191593,8.204134,8144,true,"Heiligtum - Tempel"
"Tempelanlage Augusta Raurica",47.531097,7.718781,8170,true,"Tempelanlage Augusta Raurica"
"Tempel Augusta Raurica",47.533016,7.720659,8171,true,"Tempel Augusta Raurica"
"Apollo-Grannus-Tempel (Faimingen)",48.561783,10.409117,8179,true,"Apollo-Grannus-Tempel"
"Bergheiligtum auf dem Calmont",50.109138,7.12365,8182,true,"Bergheiligtum auf dem Calmont"
"Quellheiligtum (Sudelfels)",49.336136,6.606687,8203,true,"Quellheiligtum (Sudelfels)"
"Tempelbezirk (Pesch)",50.533657,6.703,8205,true,"Heidentempel"
"Matronenheiligtum “Vor Hirschberg“",50.502647,6.651904,8206,true,"Matronenheiligtum"
"Mithras Heiligtum (Halberg)",49.222488,7.02788,8220,true,"Mithras Heiligtum (Halberg)"
"Tempel (Rheinfelden (Baden))",47.57542,7.761292,8249,true,"Tempel (Rheinfelden (Baden))"
"Kultbezirk (Sontheim)",48.548004,10.290641,8264,true,"Kultbezirk (Sontheim)"
"Mithraeum (Königsbrunn)",48.274055,10.87458,8282,true,"Mithras Heiligtum"
"Römisches Haus (Stuttgart)",48.762733,9.101792,8419,true,"Römisches Haus (Stuttgart)"
"Dianatempel (Meßkirch)",47.986389,9.053611,8420,true,"Dianatempel (Meßkirch)"
"Lapidarium (Steinheim - Murr)",48.970776,9.286698,8426,true,"Lapidarium (Steinheim / Murr)"
"Römisches Quellheiligtum (Holsthum)",49.890659,6.442838,8448,true,"Römisches Quellheiligtum (Holsthum)"
"Karales, Tempio Punico Romano",39.222012,9.106047,8476,true,"Tempio Punico Romano"
"Tempio capitolino",45.539787,10.225574,8480,true,"Temple built by the emperor Vespasian in AD 73"
"Bidoni, Tempio di Giove",40.121441,8.94209,8492,true,"Bidoni, Tempio di Giove"
"Orange, Roman Temple",44.135654,4.807766,8511,true,"Orange, Roman Temple"
"Bergheiligtum auf dem Beinter Kopf",50.012611,7.178739,9636,true,"Bergheiligtum auf dem Beinter Kopf"
"Mithraeum Tienen",50.806316,4.92399,9814,true,"Mithraeum Tienen"
"Lutetia, Temple of Mercury",48.843395,2.327117,9849,true,"Lutetia - Temple of Mercury"
"Wachtturm 10-37b ""Schneidershecke""",49.550064,9.128879,9881,true,"Wachtturm 10-37b ""Schneidershecke"" umgebaut zum Tempel"
"Basilika Lopodunum (Ladenburg)",49.471642,8.611412,9966,true,"Basilika Lopodunum (Ladenburg)"
"Basilika Cambodunum",47.726917,10.326682,9967,true,"Basilika Cambodunum"
"Mithräum (Güglingen)",49.061623,9.005662,9968,true,"Mithräum (Güglingen)"
"Tempelbezirk Cambodunum",47.727634,10.322745,9969,true,"Tempelbezirk Cambodunum"
"Römischer Podiumstempel (Badenweiler)",47.801346,7.671381,9970,true,"Römischer Podiumstempel (Badenweiler)"
"Varnenum",50.729584,6.193684,10018,true,"Tempelbezirk Varnenum"
"Mithras-Heiligtum (Gimmeldingen)",49.373943,8.157275,10019,true,"Mithras-Heiligtum (Gimmeldingen)"
"Mithras Heiligtum (Wachstein)",49.073357,10.832198,10071,true,"Mithras Heiligtum (Wachstein)"
"Heiligdom van Liberchies",50.512192,4.445921,10083,true,"Heiligdom van Liberchies"
"Dolichenum Vetoniana (Pfünz)",48.882706,11.263725,10087,true,"Dolichenum Vetoniana (Pfünz)"
"Heiligdom Kontich",51.134045,4.4728,10088,true,"Heiligdom Kontich"
"Sanctuaire gallo-romain de Matagne-la-Grande",50.120857,4.610877,10099,true,"Sanctuaire gallo-romain de Matagne-la-Grande"
"Fanum Matagne-la-Petite",50.102436,4.636188,10100,true,"Fanum Matagne-la-Petite"
"Sanctuaire gallo-romain Les Hêtres St Martin",50.121304,5.865432,10109,true,"Sanctuaire gallo-romain Les Hêtres St Martin. \r\nvillae. Later is ter plekke van deze tempel een christelijke kerkje gebouwd."
"Heiligdom Wijnegem",51.234325,4.527566,10111,true,"Heiligdom Wijnegem, een voorzetting van een voor-romeinse cultusplaats."
"Rock-cut temple in Wadi Sikait",24.630932,34.796879,10143,true,"Grote tempel"
"Kleine tempel",24.628716,34.796452,10144,true,"Kleine tempel"
"Kab Marfu'a tempel",24.544371,34.738388,10149,true,"Tempel in Kab Marfu'a - 30 BC - AD 640"
"Apollonopolis Magna",24.978476,32.873463,10159,true,"Temple of Horus - 330 BC - 30 BC"
"Mammisi - Birthouse of the Devine Triad of Horus",24.976789,32.87294,10160,true,"Mammisi - Birthouse of the Devine Triad of Horus"
"Temple 'le Palais', Alba",44.561203,4.600079,10164,true,"Temple 'le Palais', Alba"
"Temple of Augustus and Livia, Vienne",45.525478,4.874246,10170,true,"Temple of August  and Livia, Vienne"
"Temple 'of the Cybele', Vienne",45.524319,4.875925,10172,true,"Temple 'of the Cybele', Vienne"
"Sanctuaire du Cigognier",46.882095,7.046378,10199,true,"Sanctuaire du Cigognier\r\nSancturary Cigognier\r\nTempelanlage Cigognier"
"Temple de la Grange des Dîmes",46.882469,7.044755,10200,true,"Temple de la Grange des Dîmes - \r\nGrange-des-Dîmes-Heiligtum"
"Bergheiligtum Julierpass",46.472153,9.727887,10217,true,"Bergheiligtum Julierpass"
"Stephanskapelle (Chur)",46.848202,9.536562,10227,true,"Stephanskapelle (Chur)"
"Gallo-römischer Tempel (Ufenau)",47.217949,8.778752,10244,true,"Gallo-römischer Tempel (Ufenau)"
"Gallo-römischer Tempel (Frenkendorf)",47.499649,7.676282,10245,true,"Gallo-römischer Tempel (Frenkendorf)"
"Tempel (Rapperswil-Jona)",47.23597,8.820664,10257,true,"Tempel (Rapperswil-Jona)"
"Bergheiligtum (Jettenbach)",49.543842,7.561576,10328,false,"Bergheiligtum (Jettenbach)"
"Dianabild (Roppeviller)",49.103539,7.52761,10354,true,"Dianabild (Roppeviller)"
"Mithraeum Pons Aeni",47.895569,12.146881,10422,true,"Mithraeum Pons Aeni"
"Bir Abu Safa - tempel",23.301842,34.797028,10468,true,"Bir Abu Safa - Tempel"
"Mithräum (Riegel am Kaiserstuhl)",48.150002,7.746531,10471,true,"Mithräum (Riegel am Kaiserstuhl)"
"Tempel von ""Mercurius Cimbrianus""",49.425861,8.706383,10493,true,"Tempel von ""Mercurius Cimbrianus"""
"Fanum (volgens de legende)",50.77813,3.043827,10510,true,"Volgens 17e eeuwse geschiedschrijvers was hier een tempel ter ere van Mars."
"Tempel der Diana",43.839947,4.348574,10622,true,"Tempel der Diana"
"Gisacum",49.003063,1.235978,10640,true,"Gisacum"
"Merkur Tempel",48.960583,7.616738,10648,true,"Merkur Tempel"
"Sanctuaire Gallo-Romain",46.423141,5.742032,10659,true,"Sanctuaire Gallo-Romain"
"Gallo-römischen Heiligtum - Mont Rive",46.76136,5.922335,10661,true,"Gallo-römischen Heiligtum - Mont Rive"
"Heiligtum (Flaviers - Mouzon)",49.580894,5.105447,10663,true,"Heiligtum (Flaviers - Mouzon)"
"Tempel Isarnodurum",46.2234,5.558579,10667,true,"Tempel Isarnodurum"
"Tempel Novioregum",45.535629,-0.879376,10672,true,"Tempel Novioregum"
"Römischen Tempels von Château-Bas",43.681892,5.197178,10684,true,"Römischen Tempels von Château-Bas"
"Apollo Tempel  (Riez)",43.817055,6.088223,10697,true,"Apollo Tempel  (Riez)"
"Heiligtum Alto da Vigia",38.824299,-9.47159,10721,true,"Heiligtum Alto da Vigia"
"Tempel Mirobriga Celticorum",38.010284,-8.683709,10725,true,"Tempel Mirobriga Celticorum"
"Tempel - Évora",38.572571,-7.907287,10744,true,"Tempel - Évora"
"Forum Tempel Lugdunum Convenarum",43.029804,0.573152,10770,true,"Forum Tempel"
"Römer Tempel Vic",41.929218,2.256823,10779,true,"Römer Tempel Vic"
"Tempel von Corduba",37.884762,-4.77628,10794,true,"Tempel von Corduba"
"Aegina",37.754364,23.53314,10838,true,"AEGINA"
"Temple of Zeus, Aizanoi",39.201126,29.609671,10839,true,"AIZANOI Çavdarhisar"
"Amphiareion of Oropos",38.2911,23.846115,10859,true,"AMPHIAREION - Vth century BC temple."
"Tempio di Giove Anxur",41.291225,13.25989,10868,true,"Temple of Jupiter, Anxur"
"APHAKA",34.068047,35.892784,10871,true,"Spring of Adonis, Temple/Sanctuary"
"APOSTOLI",38.69593,41.519806,10874,true,"APOSTOLI"
"Bassai",37.429653,21.900415,10903,true,"BASSAE"
"BOVIANUM VETUS",41.73999,14.386793,10919,true,"BOVIANUM VETUS Pietrabbondante"
"Sanctuary of Artemis at Brauron",37.926033,23.993488,10922,true,"BRAURON"
"Briga",50.021584,1.462042,10923,true,"BRIGA Eu"
"CAUNUS",36.825928,28.620623,10944,true,"CAUNUS"
"Temple of Hera Lacinia",39.027336,17.204433,10966,true,"Temple of Hera Lacinia"
"Oracle of Apollo at Didyma",37.384827,27.256235,11003,true,"DIDYMA"
"Zeus Lepsinos at Euromus",37.374058,27.675213,11029,true,"Zeus Lepsinos at Euromus"
"Hosn Niha, Large Temple",33.907291,35.948402,11060,true,"Hosn Niha, Large Temple"
"Heraion, Temple of Hera",37.691998,22.775024,11095,true,"Heraion, Temple of Hera"
"HERAION",37.671848,26.885468,11096,true,"HERAION"
"Hagia Sophia",41.008553,28.97991,11109,true,"Hagia Sophia"
"Temple of Poseidon, Isthmia",37.915871,22.993073,11112,true,"Temple of Poseidon"
"KABEIRION",38.318302,23.255119,11121,true,"KABEIRION"
"LEUKOTHEA",41.72422,43.166843,11142,true,"LEUKOTHEA"
"Temple of Despoina",37.389328,22.030321,11150,true,"Temple of Despoina"
"Tempel Augustus- Barcelona",41.383457,2.177197,11187,true,"Tempel Augustus- Barcelona"
"Temple complex Metapontum",40.383694,16.823549,11201,true,"Temple complex Metapontum"
"Temple at Machnaqa",34.09021,35.770336,11251,true,"Machnaqa"
"Oracle of Acheron, Nekromanteion",39.236221,20.534422,11260,true,"Oracle of Acheron, Nekromanteion"
"Temple complex Petromantalum",49.120399,1.771297,11313,true,"PETROMANTALUM Génainville"
"Temple of Athena, Phigalia",37.39629,21.839109,11316,true,"Temple of Athena, Phigalia"
"Temple of Hercules - Philadelphia",31.953936,35.934868,11317,true,"Temple of Hercules - Philadelphia"
"Temple of Isis - Philae",24.02512,32.884468,11318,true,"PHILAE"
"Temple of Athena - Priene",37.659306,27.296576,11332,true,"Temple of Athena - Priene"
"Temple complex Samothrake",40.50069,25.529778,11346,true,"Temple complex Samothrake"
"Mars Tempel Corseul",48.472012,-2.146052,11360,true,"Mars Tempel Corseul"
"Janus Tempel",46.96125,4.288465,11367,true,"Janus Tempel"
"Temple of Eshmun - Sidon",33.585548,35.398109,11381,true,"Temple of Eshmun - Sidon-Saïda"
"Temple of Poseidon‎ - Sounion",37.650242,24.024822,11387,true,"Temple of Poseidon‎ - Sounion"
"Slonta",32.592312,21.714148,11396,true,"Slonta"
"Sanctuaire nord de Châteaubleau",48.593163,3.109161,11418,true,"Sanctuaire"
"Ipet-sut - Karnak [Thebes]",25.716667,32.650002,11423,true,"THEBES. Karnak in antiquity was the part of Thebes. Ipet-sut was the main sanctuary of Thebes."
"THEODORIAS",32.631138,21.397621,11425,true,"THEODORIAS Qasr Libya"
"ZEUS DIKTAIOS",35.1954,26.275675,11472,true,"ZEUS DIKTAIOS"
"Nymphaeum Ziqua",36.387115,10.131102,11473,true,"Nymphaeum Ziqua"
"Temple of Diana - Emerita Augusta",38.91658,-6.34435,11493,true,"Temple of Diana - Emerita Augusta"
"Tempel Hadrian",40.387718,27.871098,11496,true,"Tempel Hadrian"
"Temple of Zeus Belos - Apamea",35.419083,36.401566,11498,true,"Temple of Zeus Belos - Apamea"
"Temple of the Tyche - Apamea",35.419449,36.40123,11500,true,"Temple of the Tyche - Apamea"
"Temple of Elagabal",41.889603,12.488894,11503,true,"Temple of Elagabal Rome: Temple of Elagabal"
"Temple of Athena - Assos",39.490612,26.337124,11522,true,"Temple of Athena - Assos"
"Parthenon",37.971561,23.726736,11523,true,"Parthenon, the temple of Athena"
"Temple of Zeus - Cyrene",32.822342,21.86278,11538,true,"Temple of Zeus - Cyrene"
"Tempel Juno Caelestis - Dougga",36.422867,9.215671,11586,true,"Tempel Juno Caelestis - Dougga"
"Tempel Saturn - Dougga",36.425659,9.22037,11588,true,"Tempel Saturn - Dougga"
"Temple of Trajan (Trajaneum), Upper Acropolis",39.132816,27.183178,11594,true,"Temple of Trajan, Acropolis Pergamon"
"Temple of Venus Erycina - Segesta",37.941475,12.832296,11596,true,"Temple of Venus Erycina - Segesta"
"Tempel of Apollo - Smintheum",39.536209,26.11775,11599,true,"Smintheum: temple of Apollo Smintheus in the southwestern Troad. Gulpinar."
"Temple of Portunus",41.889267,12.480874,11602,true,"Temple of Portunus"
"Temple of Diana - Aricia",41.723934,12.710217,11609,true,"Temple of Diana - Aricia"
"Zwilling Tempel",42.639618,12.557378,11625,true,"Zwilling Tempel"
"Augusteum Narona",43.080395,17.627886,11646,true,"Augusteum Narona"
"Akropolis Populonia",42.988754,10.5092,11649,true,"Akropolis Populonia"
"Temple of Fortuna - Praeneste",41.838009,12.89152,11650,true,"Temple of Fortuna - Praeneste"
"Minerva Tempel - Assisi",43.071224,12.614974,11658,true,"Minerva Tempel - Assisi"
"Red Basilica - Kızıl Avlu in Pergamon",39.121975,27.183403,11751,true,"The temple was built in the time of Hadrian."
"Dionysius Tempel - Pergamun",39.132324,27.182581,11753,true,"Dionysius Tempel - Pergamun"
"Asklepieion (Pergamon)",39.11866,27.165253,11754,true,"Asklepieion (Pergamon)"
"Temple of Demeter, Pergamon",39.127319,27.184004,11756,true,"Temenos of Demeter"
"Zeus Tempel Pergamon",39.131012,27.183977,11761,true,"Zeus Tempel Pergamon"
"Temple of Asclepius - Butrint",39.745262,20.020187,11763,true,"Temple of Asclepius"
"Tempel der Venus Genetrix - Djemila",36.321846,5.735269,11798,true,"Tempel der Venus Genetrix - Djemila"
"Nymphaeum - Tipasa",36.592636,2.442859,11808,true,"Nymphaeum - Tipasa"
"Capitol Uthina",36.604855,10.172497,11820,true,"Capitol Uthina"
"Saturn Tempel Colonia Julia Aurelia Commoda",36.401176,9.90662,11823,true,"Saturn Tempel Colonia Julia Aurelia Commoda"
"Capitolium Colonia Julia Aurelia Commoda",36.402157,9.903634,11824,true,"Capitolium Colonia Julia Aurelia Commoda"
"Merkur Tempe Colonia Julia Aurelia Commoda",36.401585,9.903683,11827,true,"Merkur Tempe Colonia Julia Aurelia Commoda"
"Ankara, Templum Augusti et Romae",39.944263,32.858391,11828,true,"The Temple of Augustus and Rome - Ancyra"
"Apollo Tempel",36.330669,29.289078,11854,true,"Apollo Tempel"
"Artemis Tempel",36.330753,29.288847,11855,true,"Artemis Tempel"
"Leto Tempel",36.330849,29.288639,11856,true,"Leto Tempel"
"Nymphaeum Letoon",36.330532,29.28824,11857,true,"Nymphaeum Letoon"
"Temple of Athena - Syracuse",37.05965,15.29354,11869,true,"Temple of Athena - Syracuse. Part of the structure is incorporated in Siracusa Cathedral"
"Temple of Apollo - Syracuse",37.063938,15.29297,11870,true,"Temple of Apollo - Syracuse"
"Tempel Cherre'",47.660496,0.235538,11881,true,"Tempel Cherre'"
"Tempel Zeus - Girasa",32.276932,35.890419,11888,true,"Tempel Zeus - Girasa"
"Artemis Tempel - Gerasa",32.281975,35.890835,11889,true,"Artemis Tempel - Gerasa"
"Temple of Antenociticus",54.976246,-1.662316,11891,true,"Temple of Antenociticus, a local deity."
"Rudchester Mithraeum",55.001537,-1.828939,11895,true,"Rudchester Mithraeum"
"Jupiter Tempel - Damascus",33.511467,36.305355,11934,true,"Jupiter Tempel - Damascus"
"Temple of Bel",34.547325,38.274155,11937,true,"Temple of Bel"
"Tempeln Argentomagus",46.599777,1.51518,11950,true,"Tempeln Argentomagus"
"Roman temple at Qsarnaba",33.913345,35.990585,11956,true,"Roman temple at Qsarnaba"
"Roman temple complex Qasr Naous (Ain Aakrine)",34.289429,35.845654,11957,true,"Roman temple complex Qasr Naous"
"Roman temple at Bziza",34.269951,35.821579,11958,true,"Roman temple at Bziza"
"Temple of Diana - Alberese",42.672871,11.05109,11973,true,"Temple of Diana - Alberese"
"Tour de Vesone",45.179405,0.714345,11979,true,"Tour de Vesone"
"Augusteum, Antioch Pisidia",38.304203,31.191505,12017,true,"Augusteum Antioch Pisidia"
"Artemis Tempel Sardes",38.479168,28.031376,12022,true,"Artemis Tempel Sardes"
"Jupiter Tempel Seleucia",36.37307,33.921524,12024,true,"Jupiter Tempel Seleucia"
"Venta Silurum Temple",51.611427,-2.76737,12217,true,"Venta Silurum Temple"
"Temple Complex, Collyweston",52.593388,-0.51348,12355,true,"Temple Complex, Collyweston"
"Aquincum Mithraeum",47.563797,19.05024,12684,true,"Aquincum Mithraeum"
"Housesteads Mithraeum",55.010197,-2.329075,12801,true,"Housesteads Mithraeum"
